# 52 TUs analysed, manual overrides: /home/aren/Nextcloud/Clients/Internal/CCR_Electronics/DiveCANHeadRev2/Firmware/scripts/wcs_manual.msu
Translation Unit                                                        Function Name                                     Stack  Unresolved Dependencies
./Firmware/CMakeFiles/app.dir/src/factory_image.c                       force_capture_work_handler.part.0         unbounded:136  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/error_histogram.c                     error_observer_cb                                   136  
./Firmware/CMakeFiles/app.dir/src/calibration.c                         cal_validating_request_entry              unbounded:136  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/ppo2_control.c                        k_current_get                                       136  
./Firmware/CMakeFiles/app.dir/src/consensus_subscriber.c                read_cell_or_fail                         unbounded:136  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/firmware_confirm.c                    post_confirmed_entry                      unbounded:136  (__stack_chk_fail ,boot_write_img_confirmed ,smf_set_terminate)
./Firmware/CMakeFiles/app.dir/src/firmware_confirm.c                    abort_and_reboot                          unbounded:136  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/divecan/divecan_send.c                tx_done_callback                          unbounded:136  (__stack_chk_fail ,z_impl_k_sem_give)
./Firmware/CMakeFiles/app.dir/src/divecan/isotp.c                       isotp_idle_run.part.0                     unbounded:136  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/flash_log/flash_log_listeners.c       zbus_chan_const_msg                                 136  
./Firmware/CMakeFiles/app.dir/src/flash_log/flash_log_reader.c          fl_marker_scan_cb                         unbounded:136  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/divecan/isotp_tx_queue.c              ISOTP_TxQueue_Enqueue                     unbounded:128  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/flash_log/flash_log.c                 flash_log_init                            unbounded:128  (__stack_chk_fail ,fcb_init)
./Firmware/CMakeFiles/app.dir/src/flash_log/flash_log.c                 flash_log_erase                           unbounded:128  (__stack_chk_fail ,fcb_is_empty)
#MANUAL                                                                 strtod                                              128  
#MANUAL                                                                 assert_print                                        128  
#MANUAL                                                                 assert_post_action                                  128  
#MANUAL                                                                 flash_img_init_id                                   128  
#MANUAL                                                                 flash_img_check                                     128  
#MANUAL                                                                 flash_img_buffered_write                            128  
./Firmware/CMakeFiles/app.dir/drivers/ads1x1x/adc_ads1x1x_local.c       ads1x1x_read                              unbounded:128  (__stack_chk_fail ,z_impl_k_sem_give ,z_impl_k_timer_start)
./Firmware/CMakeFiles/app.dir/src/oxygen_cell_math.c                    z_log_msg_simple_create_2.constprop                 128  
./Firmware/CMakeFiles/app.dir/src/oxygen_cell_diveo2.c                  z_log_msg_simple_create_2.constprop                 128  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds_ota.c                 z_log_msg_simple_create_2.constprop                 128  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds.c                     z_log_msg_simple_create_2.constprop                 128  
./Firmware/CMakeFiles/app.dir/src/firmware_confirm.c                    cell_is_alive                             unbounded:128  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/flash_log/flash_log_reader.c          fl_ensure_index                           unbounded:128  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/runtime_settings.c                    runtime_settings_save_field               unbounded:120  (__aeabi_fcmpun ,__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/divecan/isotp.c                       ISOTP_Init                                unbounded:120  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds_log_push.c            UDS_LogPush_SendLogMessage                unbounded:120  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds_ota.c                 UDS_OTA_Handle                            unbounded:120  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds.c                     UDS_MaintainSession                       unbounded:120  (__stack_chk_fail ,z_impl_k_mutex_lock ,z_impl_k_mutex_unlock)
./Firmware/CMakeFiles/app.dir/src/calibration.c                         cal_settings_get                          unbounded:120  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/factory_image_backend_flash.c         flash_backend_erase                       unbounded:120  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds_state_did.c           fillSlotVersion4                          unbounded:120  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds_state_did.c           fillSlotVersion8                          unbounded:120  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/oxygen_cell_diveo2.c                  diveo2_send_command                       unbounded:116  (__stack_chk_fail ,z_impl_k_sem_give)
./Firmware/CMakeFiles/app.dir/src/error_histogram.c                     error_histogram_init                      unbounded:112  (z_impl_k_timer_start)
./Firmware/CMakeFiles/app.dir/src/errors.c                              must_succeed_failed                                 112  
./Firmware/CMakeFiles/app.dir/src/errors.c                              fatal_op_error                                      112  
./Firmware/CMakeFiles/app.dir/src/divecan/isotp.c                       ISOTP_Poll                                unbounded:112  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds_log_download.c        UDS_LogDownload_Poll                                112  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds.c                     UDS_Init                                  unbounded:112  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/flash_log/flash_log.c                 flash_log_set_rtt_level                   unbounded:112  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/flash_log/flash_log.c                 flash_log_set_can_verbose                 unbounded:112  (__stack_chk_fail)
#MANUAL                                                                 z_impl_z_log_msg_simple_create_2                    112  
./Firmware/CMakeFiles/app.dir/src/firmware_confirm.c                    post_consensus_run                        unbounded:112  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/firmware_confirm.c                    post_thread_entry                         unbounded:112  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/flash_log/flash_log.c                 fl_fcb_clear_fed                          unbounded:112  (__stack_chk_fail ,fcb_is_empty)
./Firmware/CMakeFiles/app.dir/src/oxygen_cell_diveo2.c                  diveo2_wait_frame.part.0                  unbounded:108  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/flash_log/flash_log_reader.c          flash_log_reader_resolve_all                        104  
./Firmware/CMakeFiles/app.dir/src/calibration.c                         cal_parse_cell_key                        unbounded:104  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/oxygen_cell_diveo2.c                  diveo2_parse_i32                          unbounded:104  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds.c                     UDS_SendNegativeResponse.part.0           unbounded:104  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/flash_log/flash_log.c                 fl_mount_fcb.isra                         unbounded:104  (__stack_chk_fail ,fcb_init)
./Firmware/CMakeFiles/app.dir/src/power_management.c                    power_shutdown                            unbounded:100  (HAL_PWREx_DisableInternalWakeUpLine ,HAL_PWREx_EnableGPIOPullDown ,HAL_PWREx_EnableGPIOPullUp ,HAL_PWREx_EnablePullUpPullDownConfig ,HAL_PWREx_EnterSHUTDOWNMode ,HAL_PWR_EnableWakeUpPin ,pm_device_action_run ,regulator_disable)
./Firmware/CMakeFiles/app.dir/src/factory_image.c                       z_log_msg_simple_create_1                           100  
./Firmware/CMakeFiles/app.dir/src/calibration.c                         z_log_msg_simple_create_1                           100  
./Firmware/CMakeFiles/app.dir/src/oxygen_cell_diveo2.c                  z_log_msg_simple_create_1                           100  
#MANUAL                                                                 strtof                                               96  
#MANUAL                                                                 pow                                                  96  
#MANUAL                                                                 k_thread_create                                      96  
#MANUAL                                                                 log_printf                                           96  
#MANUAL                                                                 printk                                               96  
#MANUAL                                                                 z_impl_z_log_msg_static_create                       96  
#MANUAL                                                                 z_impl_z_log_msg_simple_create_1                     96  
#MANUAL                                                                 fcb_append                                           96  
#MANUAL                                                                 fcb_rotate                                           96  
#MANUAL                                                                 boot_request_upgrade                                 96  
#MANUAL                                                                 can_add_rx_filter                                    96  
#MANUAL                                                                 HAL_FLASHEx_OBGetConfig                              96  
#MANUAL                                                                 settings_save_one                                    96  
#MANUAL                                                                 settings_runtime_get                                 96  
./Firmware/CMakeFiles/app.dir/src/ppo2_autotune.c                       check_safety                               unbounded:96  (__stack_chk_fail ,z_impl_k_mutex_lock ,z_impl_k_mutex_unlock)
./Firmware/CMakeFiles/app.dir/src/errors.c                              op_error_publish                           unbounded:88  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds_state_did.c           readBankSemVer                             unbounded:88  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/factory_image.c                       z_log_msg_simple_create_0                            84  
./Firmware/CMakeFiles/app.dir/src/power_management.c                    z_log_msg_simple_create_0                            84  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds.c                     z_log_msg_simple_create_0                            84  
./Firmware/CMakeFiles/app.dir/src/ppo2_control_math.c                   pid_compute_fire_timing                    unbounded:80  (lroundf)
./Firmware/CMakeFiles/app.dir/src/alarm.c                               alarm_update                               unbounded:80  (z_impl_k_mutex_lock ,z_impl_k_mutex_unlock)
./Firmware/CMakeFiles/app.dir/src/flash_log/flash_log_reader.c          flash_log_reader_next                      unbounded:80  (fcb_getnext)
#MANUAL                                                                 strtol                                               80  
#MANUAL                                                                 strtoul                                              80  
#MANUAL                                                                 z_impl_z_log_msg_simple_create_0                     80  
#MANUAL                                                                 fcb_walk                                             80  
./Firmware/CMakeFiles/app.dir/src/factory_image.c                       ensure_work_q_started.part.0               unbounded:80  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds.c                     checkOtaWritePrecondition                  unbounded:80  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/i2c_bus_lock.c                        i2c1_bus_lock_quiet                        unbounded:72  (__stack_chk_fail ,z_impl_k_mutex_lock ,z_impl_k_mutex_unlock)
./Firmware/CMakeFiles/app.dir/src/ppo2_autotune_math.c                  autotune_opt_report                                  72  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds.c                     UDS_IsInDive                               unbounded:72  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/firmware_confirm.c                    post_solenoid_run                          unbounded:72  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/runtime_settings.c                    runtime_settings_set_volatile              unbounded:64  (__aeabi_fcmpun)
./Firmware/CMakeFiles/app.dir/src/ppo2_autotune_math.c                  autotune_cost_begin                                  64  
./Firmware/CMakeFiles/app.dir/src/ppo2_autotune_math.c                  autotune_cost_finish                                 64  
./Firmware/CMakeFiles/app.dir/src/divecan/isotp_tx_queue.c              ISOTP_TxQueue_Poll                                   64  
#MANUAL                                                                 exp                                                  64  
#MANUAL                                                                 log                                                  64  
#MANUAL                                                                 zbus_chan_pub                                        64  
#MANUAL                                                                 log_msg_create                                       64  
#MANUAL                                                                 flash_area_write                                     64  
#MANUAL                                                                 flash_area_erase                                     64  
#MANUAL                                                                 z_impl_can_send                                      64  
#MANUAL                                                                 settings_load_subtree                                64  
#MANUAL                                                                 settings_subsys_init                                 64  
./Firmware/CMakeFiles/app.dir/src/ppo2_control.c                        read_setpoint_or_default                   unbounded:64  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/ppo2_control.c                        read_cmd_setpoint                          unbounded:64  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/divecan/divecan_send.c                msg_to_frame                               unbounded:64  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/ppo2_control_math.c                   pid_update                                           56  
./Firmware/CMakeFiles/app.dir/src/ppo2_autotune_math.c                  autotune_cost_sample                                 56  
./Firmware/CMakeFiles/app.dir/src/ppo2_autotune_math.c                  autotune_opt_init                                    56  
./Firmware/CMakeFiles/app.dir/src/factory_image_backend_flash.c         flash_backend_size                         unbounded:56  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/ppo2_control.c                        wait_for_ppo2_init                                   52  
./Firmware/CMakeFiles/app.dir/src/power_math.c                          adc_millivolts_to_voltage                            48  
./Firmware/CMakeFiles/app.dir/src/runtime_settings.c                    runtime_settings_validate                  unbounded:48  (__aeabi_fcmpun)
./Firmware/CMakeFiles/app.dir/src/divecan/isotp_tx_queue.c              ISOTP_TxQueue_Init                                   48  
./Firmware/CMakeFiles/app.dir/src/divecan/isotp_tx_queue.c              ISOTP_TxQueue_IsBusy                                 48  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds_ota.c                 UDS_OTA_Reset                                        48  
#MANUAL                                                                 strtok_r                                             48  
#MANUAL                                                                 puts                                                 48  
#MANUAL                                                                 fputs                                                48  
#MANUAL                                                                 sin                                                  48  
#MANUAL                                                                 cos                                                  48  
#MANUAL                                                                 __assert_func                                        48  
#MANUAL                                                                 k_msgq_put                                           48  
#MANUAL                                                                 k_msgq_get                                           48  
#MANUAL                                                                 z_impl_k_msgq_put                                    48  
#MANUAL                                                                 z_impl_k_msgq_get                                    48  
#MANUAL                                                                 k_sem_take                                           48  
#MANUAL                                                                 z_impl_k_sem_take                                    48  
#MANUAL                                                                 k_work_submit_to_queue                               48  
#MANUAL                                                                 k_work_queue_init                                    48  
#MANUAL                                                                 k_work_queue_start                                   48  
#MANUAL                                                                 zbus_chan_read                                       48  
#MANUAL                                                                 zbus_chan_claim                                      48  
#MANUAL                                                                 fcb_append_finish                                    48  
#MANUAL                                                                 flash_area_read                                      48  
#MANUAL                                                                 boot_read_bank_header                                48  
#MANUAL                                                                 adc_gain_invert_64                                   48  
#MANUAL                                                                 smf_run_state                                        48  
./Firmware/CMakeFiles/app.dir/src/ppo2_control.c                        pid_sleep_kicking_us                                 48  
./Firmware/CMakeFiles/app.dir/src/ppo2_autotune_math.c                  propose_candidate                                    48  
./Firmware/CMakeFiles/app.dir/src/firmware_confirm.c                    post_handset_run                                     48  
./Firmware/CMakeFiles/app.dir/src/firmware_confirm.c                    post_ppo2_tx_run                                     48  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds_settings.c            menu_to_storage                                      48  
./Firmware/CMakeFiles/app.dir/src/poseidon_accessories.c                poseidon_accessories_shutdown              unbounded:44  (__stack_chk_fail ,sys_clock_cycle_get_32 ,z_impl_k_mutex_lock ,z_impl_k_mutex_unlock)
./Firmware/CMakeFiles/app.dir/src/ppo2_control.c                        mk15_sleep_kicking                                   44  
./Firmware/CMakeFiles/app.dir/src/oxygen_cell_math.c                    analog_calculate_ppo2                                40  
./Firmware/CMakeFiles/app.dir/src/ppo2_control_math.c                   pid_depth_comp_coeff                                 40  
./Firmware/CMakeFiles/app.dir/src/ppo2_control.c                        ppo2_control_set_gains_live                          40  
./Firmware/CMakeFiles/app.dir/src/oxygen_cell_diveo2.c                  diveo2_prepare_message_buffer                        40  
./Firmware/CMakeFiles/app.dir/src/oxygen_cell_diveo2.c                  diveo2_format_tx_command                             40  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds_settings.c            UDS_FormatOptionLabel                                40  
./Firmware/CMakeFiles/app.dir/src/flash_log/flash_log_index.c           flash_log_index_summarize                            40  
#MANUAL                                                                 __aeabi_ddiv                                         40  
./Firmware/CMakeFiles/app.dir/src/divecan/isotp_tx_queue.c              getTxSm                                              40  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds_log_push_backend.c    upb_data_out                                         40  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds_ota.c                 getOtaSm                                             40  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds_ota.c                 ota_activating_entry                                 40  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds.c                     readVariantNameDID                                   40  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds.c                     readFirmwareVersionDID                               40  
./Firmware/CMakeFiles/app.dir/src/flash_log/flash_log_backend.c         fl_data_out                                          40  
./Firmware/CMakeFiles/app.dir/src/flash_log/flash_log.c                 fl_batch_append                                      40  
./Firmware/CMakeFiles/app.dir/src/divecan/isotp.c                       ISOTP_Reset                                          36  
./Firmware/CMakeFiles/app.dir/src/calibration.c                         cal_validating_request_entry.part.0                  36  
./Firmware/CMakeFiles/app.dir/src/firmware_confirm.c                    post_solenoid_entry                                  36  
./Firmware/CMakeFiles/app.dir/src/firmware_confirm.c                    post_handset_entry                                   36  
./Firmware/CMakeFiles/app.dir/src/firmware_confirm.c                    post_ppo2_tx_entry                                   36  
./Firmware/CMakeFiles/app.dir/src/firmware_confirm.c                    post_consensus_entry                                 36  
./Firmware/CMakeFiles/app.dir/src/firmware_confirm.c                    post_cells_entry                                     36  
./Firmware/CMakeFiles/app.dir/src/tank_pressure_math.c                  tank_pressure_mv_to_decibar                          32  
./Firmware/CMakeFiles/app.dir/src/oxygen_cell_math.c                    ppo2_centibar_to_wire                                32  
./Firmware/CMakeFiles/app.dir/src/oxygen_cell_math.c                    analog_counts_to_mv                                  32  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds_log_download.c        UDS_LogDownload_FillSelectorResult                   32  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds_settings.c            UDS_ComputeMenuOrder                                 32  
./Firmware/CMakeFiles/app.dir/src/flash_log/flash_log.c                 flash_log_stats                            unbounded:32  (fcb_free_sector_cnt)
#MANUAL                                                                 strstr                                               32  
#MANUAL                                                                 __aeabi_dadd                                         32  
#MANUAL                                                                 __aeabi_dsub                                         32  
#MANUAL                                                                 __aeabi_dmul                                         32  
#MANUAL                                                                 __aeabi_fdiv                                         32  
#MANUAL                                                                 _reclaim_reent                                       32  
#MANUAL                                                                 k_thread_suspend                                     32  
#MANUAL                                                                 z_impl_k_thread_suspend                              32  
#MANUAL                                                                 flash_area_open                                      32  
#MANUAL                                                                 boot_is_img_confirmed                                32  
#MANUAL                                                                 boot_fetch_active_slot                               32  
#MANUAL                                                                 mcuboot_swap_type                                    32  
#MANUAL                                                                 smf_set_state                                        32  
#MANUAL                                                                 smf_set_initial                                      32  
#MANUAL                                                                 sys_reboot                                           32  
#MANUAL                                                                 z_impl_hwinfo_get_reset_cause                        32  
./Firmware/CMakeFiles/app.dir/src/i2c_bus_lock.c                        i2c1_reset_peripheral                                32  
./Firmware/CMakeFiles/app.dir/src/power_management.c                    suspend_uart_if_ready                      unbounded:32  (pm_device_action_run)
./Firmware/CMakeFiles/app.dir/src/runtime_settings.c                    pid_gain_valid                             unbounded:32  (__aeabi_fcmpun)
./Firmware/CMakeFiles/app.dir/src/thread_analyzer_paced.c               paced_thread                               unbounded:32  (thread_analyzer_run)
./Firmware/CMakeFiles/app.dir/src/firmware_confirm.c                    overall_deadline_exceeded                            32  
./Firmware/CMakeFiles/app.dir/src/firmware_confirm.c                    enter_waiting_state                                  32  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds.c                     readSettingCountDID                                  32  
./Firmware/CMakeFiles/app.dir/src/flash_log/flash_log_reader.c          fl_range_clear                                       32  
./Firmware/CMakeFiles/app.dir/drivers/ads1x1x/adc_ads1x1x_local.c       adc_context_on_timer_expired               unbounded:28  (__stack_chk_fail ,z_impl_k_sem_give)
./Firmware/CMakeFiles/app.dir/src/tank_pressure.c                       k_msleep.isra                                        28  
./Firmware/CMakeFiles/app.dir/src/calibration.c                         k_msleep.isra                                        28  
./Firmware/CMakeFiles/app.dir/src/ppo2_control.c                        k_msleep.isra                                        28  
./Firmware/CMakeFiles/app.dir/src/poseidon_accessories.c                k_msleep.isra                                        28  
./Firmware/CMakeFiles/app.dir/src/power_management.c                    k_msleep.isra                                        28  
./Firmware/CMakeFiles/app.dir/src/hw_version.c                          k_msleep.isra                                        28  
./Firmware/CMakeFiles/app.dir/src/main.c                                k_msleep.isra                                        28  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds.c                     k_msleep.isra                                        28  
./Firmware/CMakeFiles/app.dir/src/oxygen_cell_diveo2.c                  diveo2_rx_sync                                       28  
./Firmware/CMakeFiles/app.dir/src/watchdog_feeder.c                     watchdog_kick                              unbounded:24  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/i2c_bus_lock.c                        i2c1_bus_note_activity                               24  
#MANUAL                                                                 memmove                                              24  
#MANUAL                                                                 strlcpy                                              24  
#MANUAL                                                                 strncat                                              24  
#MANUAL                                                                 __aeabi_fadd                                         24  
#MANUAL                                                                 __aeabi_fsub                                         24  
#MANUAL                                                                 __aeabi_fmul                                         24  
#MANUAL                                                                 round                                                24  
#MANUAL                                                                 sqrt                                                 24  
#MANUAL                                                                 __memcpy_chk                                         24  
#MANUAL                                                                 __strncpy_chk                                        24  
#MANUAL                                                                 __strcpy_chk                                         24  
#MANUAL                                                                 k_msgq_purge                                         24  
#MANUAL                                                                 z_impl_k_msgq_purge                                  24  
#MANUAL                                                                 k_msleep                                             24  
#MANUAL                                                                 k_sleep                                              24  
#MANUAL                                                                 k_usleep                                             24  
#MANUAL                                                                 z_impl_k_sleep                                       24  
#MANUAL                                                                 z_impl_k_usleep                                      24  
#MANUAL                                                                 k_sem_reset                                          24  
#MANUAL                                                                 z_impl_k_sem_reset                                   24  
#MANUAL                                                                 lround                                               24  
./Firmware/CMakeFiles/app.dir/drivers/solenoid/solenoid.c               deadman_top_cb                                       24  
./Firmware/CMakeFiles/app.dir/src/ppo2_autotune.c                       status_update_elapsed                      unbounded:24  (z_impl_k_mutex_lock ,z_impl_k_mutex_unlock)
./Firmware/CMakeFiles/app.dir/src/i2c_bus_lock.c                        i2c1_get_lines                             unbounded:24  (__stack_chk_fail)
./Firmware/CMakeFiles/app.dir/src/oxygen_cell_diveo2.c                  diveo2_header_is                                     24  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds_log_download.c        fl_stop_streaming.constprop                          24  
./Firmware/CMakeFiles/app.dir/drivers/solenoid/solenoid.c               solenoid_current_poll                                20  
./Firmware/CMakeFiles/app.dir/src/ppo2_autotune.c                       ppo2_autotune_request_abort                unbounded:20  (z_impl_k_mutex_lock ,z_impl_k_mutex_unlock)
./Firmware/CMakeFiles/app.dir/src/ppo2_autotune.c                       ppo2_autotune_get_status                   unbounded:20  (z_impl_k_mutex_lock ,z_impl_k_mutex_unlock)
./Firmware/CMakeFiles/app.dir/src/ppo2_autotune.c                       ppo2_autotune_is_active                    unbounded:20  (z_impl_k_mutex_lock ,z_impl_k_mutex_unlock)
./Firmware/CMakeFiles/app.dir/src/error_histogram.c                     error_histogram_snapshot                             20  
./Firmware/CMakeFiles/app.dir/src/heartbeat.c                           heartbeat_reset_for_test                             20  
./Firmware/CMakeFiles/app.dir/src/errors.c                              errors_get_last_crash                                20  
./Firmware/CMakeFiles/app.dir/src/divecan/divecan_ppo2_math.c           divecan_set_failed_cells                             20  
./Firmware/CMakeFiles/app.dir/src/flash_log/flash_log_reader.c          flash_log_reader_open                                20  
./Firmware/CMakeFiles/app.dir/drivers/ads1x1x/adc_ads1x1x_local.c       adc_context_start_sampling                 unbounded:20  (__stack_chk_fail ,z_impl_k_sem_give)
./Firmware/CMakeFiles/app.dir/src/ppo2_autotune.c                       status_set_phase                           unbounded:20  (z_impl_k_mutex_lock ,z_impl_k_mutex_unlock)
./Firmware/CMakeFiles/app.dir/src/ppo2_autotune.c                       status_finish                              unbounded:20  (z_impl_k_mutex_lock ,z_impl_k_mutex_unlock)
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds_ota.c                 ota_downloading_exit                                 20  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds_ota.c                 ota_downloading_entry                                20  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds_ota.c                 ota_idle_entry                             unbounded:20  (z_impl_k_mutex_lock ,z_impl_k_mutex_unlock)
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds_state_did.c           writeInvalidVersion                                  20  
./Firmware/CMakeFiles/app.dir/src/flash_log/flash_log_reader.c          fl_index_unclaim                           unbounded:20  (z_impl_k_mutex_lock ,z_impl_k_mutex_unlock)
./Firmware/CMakeFiles/app.dir/drivers/solenoid/solenoid.c               solenoid_current_aggregate                           16  
./Firmware/CMakeFiles/app.dir/src/ppo2_control_math.c                   pid_state_init                                       16  
./Firmware/CMakeFiles/app.dir/src/power_math.c                          power_get_low_battery_threshold                      16  
./Firmware/CMakeFiles/app.dir/src/power_management.c                    power_vbus_enable                          unbounded:16  (regulator_enable)
./Firmware/CMakeFiles/app.dir/src/power_management.c                    power_vbus_disable                         unbounded:16  (regulator_disable)
./Firmware/CMakeFiles/app.dir/src/runtime_settings.c                    runtime_settings_get                                 16  
./Firmware/CMakeFiles/app.dir/src/maintenance_arena.c                   maint_arena_release                        unbounded:16  (z_impl_k_mutex_lock ,z_impl_k_mutex_unlock)
./Firmware/CMakeFiles/app.dir/src/flash_log/flash_log_reader.c          flash_log_reader_invalidate_index                    16  
#MANUAL                                                                 memcpy                                               16  
#MANUAL                                                                 memset                                               16  
#MANUAL                                                                 memcmp                                               16  
#MANUAL                                                                 strcmp                                               16  
#MANUAL                                                                 strncmp                                              16  
#MANUAL                                                                 strcpy                                               16  
#MANUAL                                                                 strncpy                                              16  
#MANUAL                                                                 strcat                                               16  
#MANUAL                                                                 strchr                                               16  
#MANUAL                                                                 strrchr                                              16  
#MANUAL                                                                 strcspn                                              16  
#MANUAL                                                                 __aeabi_uldivmod                                     16  
#MANUAL                                                                 __aeabi_ldivmod                                      16  
#MANUAL                                                                 __aeabi_uidivmod                                     16  
#MANUAL                                                                 __aeabi_idivmod                                      16  
#MANUAL                                                                 __aeabi_dcmpgt                                       16  
#MANUAL                                                                 __aeabi_dcmplt                                       16  
#MANUAL                                                                 __aeabi_dcmpge                                       16  
#MANUAL                                                                 __aeabi_dcmpeq                                       16  
#MANUAL                                                                 __aeabi_dcmple                                       16  
#MANUAL                                                                 __aeabi_f2d                                          16  
#MANUAL                                                                 __aeabi_d2f                                          16  
#MANUAL                                                                 __aeabi_i2d                                          16  
#MANUAL                                                                 __aeabi_ui2d                                         16  
#MANUAL                                                                 __aeabi_d2iz                                         16  
#MANUAL                                                                 __aeabi_d2uiz                                        16  
#MANUAL                                                                 __aeabi_fcmpgt                                       16  
#MANUAL                                                                 __aeabi_fcmplt                                       16  
#MANUAL                                                                 __aeabi_f2iz                                         16  
#MANUAL                                                                 __aeabi_f2uiz                                        16  
#MANUAL                                                                 __aeabi_memcpy                                       16  
#MANUAL                                                                 __aeabi_memset                                       16  
#MANUAL                                                                 roundf                                               16  
#MANUAL                                                                 floor                                                16  
#MANUAL                                                                 floorf                                               16  
#MANUAL                                                                 ceil                                                 16  
#MANUAL                                                                 ceilf                                                16  
#MANUAL                                                                 sqrtf                                                16  
#MANUAL                                                                 k_busy_wait                                          16  
#MANUAL                                                                 z_impl_k_busy_wait                                   16  
#MANUAL                                                                 k_uptime_get                                         16  
#MANUAL                                                                 z_impl_device_is_ready                               16  
#MANUAL                                                                 zbus_chan_finish                                     16  
#MANUAL                                                                 flash_area_close                                     16  
#MANUAL                                                                 __aeabi_d2ulz                                        16  
#MANUAL                                                                 __aeabi_dcmpun                                       16  
#MANUAL                                                                 __aeabi_fcmpge                                       16  
#MANUAL                                                                 __aeabi_fcmple                                       16  
#MANUAL                                                                 __aeabi_ui2f                                         16  
#MANUAL                                                                 __aeabi_ul2d                                         16  
#MANUAL                                                                 __aeabi_i2f                                          16  
./Firmware/CMakeFiles/app.dir/src/ppo2_autotune.c                       k_uptime_get_32                                      16  
./Firmware/CMakeFiles/app.dir/src/i2c_bus_lock.c                        k_uptime_get_32                                      16  
./Firmware/CMakeFiles/app.dir/src/divecan/isotp_tx_queue.c              k_uptime_get_32                                      16  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds_log_download.c        k_uptime_get_32                                      16  
./Firmware/CMakeFiles/app.dir/src/divecan/uds/uds.c                     k_uptime_get_32                                      16  
