Ref,Val,Package,PosX,PosY,Rot,Side
"U7","AVR32EA28","SSOP-28_5.3x10.2mm_P0.65mm",109.700000,-99.600000,180.000000,bottom
"U8","MCP2515-xSO","TSSOP-20_4.4x6.5mm_P0.65mm",122.375000,-97.737500,-90.000000,bottom
"U10","AVR32EA28","SSOP-28_5.3x10.2mm_P0.65mm",109.700000,-110.675000,180.000000,bottom
"U11","MCP2515-xSO","TSSOP-20_4.4x6.5mm_P0.65mm",122.400000,-110.200000,-90.000000,bottom
